순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명)
1,국내도서,해커스 토익 기출 VOCA (보카),176021392 ,9788965422785 ,13740,David Cho 지음,해커스어학연구소(Hackers),20240819,"12,900","11,610",640점,219881,외국어
2,국내도서,달러구트 꿈 백화점,245127051 ,9791165341909 ,3810,이미예 지음,팩토리나인,20200708,"13,800","12,420",690점,79133,소설/시/희곡
3,국내도서,ETS 토익 정기시험 기출문제집 1000 Vol. 2 Reading (리딩),220060490 ,9788917232196 ,14740,ETS 엮음,(주)YBM(와이비엠),20191216,"17,800","16,020",890점,41559,외국어
4,국내도서,보건교사 안은영 (특별판),251281173 ,9788937479953 ,3810,정세랑 지음,민음사,20200911,"14,000","12,600",700점,19829,소설/시/희곡
5,국내도서,마음챙김의 시,251080776 ,9791190382267 ,3810,류시화 엮음,수오서재,20200917,"13,000","11,700",650점,35394,소설/시/희곡
6,국내도서,김미경의 리부트,243258385 ,9788901243665 ,3320,김미경 지음,웅진지식하우스,20200701,"16,000","14,400",800점,16613,자기계발
7,국내도서,ETS 토익 정기시험 기출문제집 1000 Vol. 2 Listening (리스닝),220056418 ,9788917232189 ,13740,ETS 엮음,(주)YBM(와이비엠),20191216,"17,800","16,020",890점,38023,외국어
8,국내도서,어떻게 말해줘야 할까,253133041 ,9788934986652 ,13590,"오은영 지음, 차상미 그림",김영사,20201025,"19,800","17,820",990점,47354,좋은부모
9,국내도서,지적 대화를 위한 넓고 얕은 지식 : 제로 편,219841523 ,9791190313131 ,3100,채사장 지음,웨일북,20191224,"23,000","20,700","1,150점",48219,인문학
10,국내도서,우리가 빛의 속도로 갈 수 없다면,193591681 ,9791190090018 ,3810,김초엽 지음,허블,20190624,"17,000","15,300",850점,62521,소설/시/희곡
11,국내도서,코스모스,870950 ,9788983711892 ,3400,"칼 세이건 지음, 홍승수 옮김",사이언스북스,20061220,"19,900","17,910",990점,140845,과학
12,국내도서,날씨가 좋으면 찾아가겠어요,329160213 ,9791197671739 ,3810,이도우 지음,수박설탕,20231122,"17,000","15,300",850점,11678,소설/시/희곡
